generation,chromosome,patient_waiting_time,total_time_in_system,resource_utilization_balance,staff_workload_equity
11,24>21>9>5>4>21>2>18>8>24>15>12>23>24>12>23>19>6>4>13>16>2>3>14,25.798020196061984,27.024499729186548,0.6666666666666666,0.002260205116831951
11,2>20>15>8>9>12>6>18>17>21>3>19>8>22>3>14>19>4>24>2>4>15>14>5,25.861696407139206,27.196758265134513,0.5833333333333334,0.0026649481190832037
11,17>19>6>16>13>7>14>1>8>16>15>3>1>8>11>13>2>11>24>12>11>13>17>19,26.005221181989736,26.740842597207955,0.9166666666666666,0.0008001798737659427
11,1>20>15>16>23>16>6>17>2>13>23>1>20>22>4>24>20>7>8>7>13>6>5>19,25.850167374578007,26.8378076807631,0.75,0.0014597244823412172
11,17>20>9>18>4>19>4>17>8>15>9>12>1>10>17>13>14>11>12>21>10>22>17>6,25.698085658953705,27.332575199062696,0.8333333333333334,0.004045411889069045
11,8>4>1>22>22>1>17>5>18>21>16>15>9>7>11>7>19>6>6>12>18>13>14>18,26.025620172428262,27.080225109843482,0.5833333333333334,0.0016420161565084176
11,20>4>15>2>22>7>20>17>8>11>3>5>6>4>13>7>3>4>14>11>15>13>10>6,25.78238085805513,27.3941929124375,0.8333333333333334,0.003908253808743028
11,6>20>9>22>17>17>9>23>8>12>23>15>12>8>5>23>5>1>2>22>12>11>20>5,25.968569368007497,26.879800793948032,1.1666666666666667,0.0012312927681890774
11,20>20>13>18>23>7>1>22>8>13>6>22>19>24>10>24>14>11>21>10>12>5>5>14,26.478828891405346,27.434446296987606,0.5833333333333334,0.0013024784797410595
11,17>22>16>16>13>15>6>23>7>12>17>5>21>7>3>17>14>22>12>2>9>7>14>5,25.890386774222574,26.854873578603552,0.9166666666666666,0.0013877636370297935
11,3>16>9>16>7>15>22>17>20>7>15>9>9>20>5>13>2>14>23>1>11>11>15>2,26.064603903699815,26.768980550801334,0.9166666666666666,0.0007303106583745727
